productType,categories,variantId,sku,key,slug.en,brand,name.en,metaTitle.en,metaDescription.en,metaKeywords.en,description.en,age-range,prices,images
main,Toys>Educational toys,1,ET4,ET4,ET4,moulinroty,Storybook torch set Il était une fois,,,,"Beautifully illustrated gift box with projection screen! Designed like a book, contains one flashlight, 5 disks on the theme of adventures and 5 postcards. Develops young children's imagination and creates opportunities for quality time together.
Not washable.",3-6,EUR 2600;US-USD 2900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET4-4.png
main,Toys>Educational toys,1,ET5,ET5,ET5,moulinroty,Storybook torch set Jungle,,,,"Designed like a book, this gorgeous tropical box contains a projector torch with 5 story discs and beautiful invitations to the shows, in the form of mini envelopes with secret messages.",3-6,EUR 2300;US-USD 2600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET5-4.jpeg
main,Toys>Educational toys,1,ET6,ET6,ET6,moulinroty,Storybook torch set La Famille Souris Ecole des Loisirs,,,,"Beautifully illustrated gift box with projection screen! Designed like a book, contains one flashlight, 5 disks on the theme of adventures and 5 postcards. Develops young children's imagination and creates opportunities for quality time together.

When projected into the book or onto a wall, each disc tells a story about famous mouse family from the L'École des Loisirs books.",3-6,EUR 2400;US-USD 2700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET6-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET6-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET6-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/educational-toys/ET6-4.jpeg
main,Toys>Musical toys,1,MUT1,MUT1,MUT1,moulinroty,Piano Le voyage d'Olga,,,,Wooden electronic piano in a petrol blue colour with pretty illustrated feathers and mountains. Includes 6 nursery rhymes with coloured markers above the keys to make them easy to play.,3-6,EUR 9900;US-USD 10900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT1-4.jpeg
main,Toys>Musical toys,1,MUT2,MUT2,MUT2,moulinroty,Guitar Le Voyage d'Olga,,,,"For little musicians, 6-string guitar made of colored wood, with folk and poetic illustrations representing the little fox of the scale surrounded by feathers. Develops rhythm, motor skills and musical awareness in toddlers.",3-6,EUR 4600;US-USD 5100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT2-4.jpeg
main,Toys>Musical toys,1,MUT3,MUT3,MUT3,trousselier,Music box Le Petit Prince,,,,"This wooden music box will delight your little one with 2 magnetic figures of the Little Prince and his sheep that spin on the dance floor.

Ideal gift for a newborn baby: this music box set is the perfect addition to your little one's room. This music box is a classic gift from birth. The 2 figurines are detachable: when the little one grows up, he can play with them.

Introduce your little ones to classical music, with the gentle lullaby to Johann Strauss' waltz ""The Blue Danube"", magic happens! The characters begin to spin to the sounds of the music.

Turn the key under the box and place the figures on the magnetic ""dance floor"" to make them spin.

The music box is a timeless gift that will be carefully treasured as a symbol of childhood.",6-12,EUR 2700;US-USD 3000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT3-4.jpeg
main,Toys>Musical toys,1,MUT4,MUT4,MUT4,trousselier,Music box Peter Rabbit,,,,"This wooden music box will surprise your little one with 2 magnetic rabbit figures that spin on the dance floor.

Ideal gift for a newborn baby: this music box set is the perfect addition to your little one's room. This music box is a classic gift from birth. The 2 figurines are detachable: when the little one grows up, he can play with them.

Introduce your little ones to classical music with a gentle lullaby by W.A. With a gentle lullaby to Mozart's ""Minuet"", magic happens! The characters begin to spin to the sound of the music.

Turn the key under the box and place the figures on the magnetic ""dance floor"" to make them spin.

The music box is a timeless gift that will be carefully treasured as a symbol of childhood.",6-12,EUR 2500;US-USD 2800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT4-4.jpeg
main,Toys>Musical toys,1,MUT5,MUT5,MUT5,trousselier,Coeur Peter Rabbit,,,,"This heart-shaped music box with drawer will be a magical place for your little one not only to store his treasures, but also to immerse himself in a fairy tale with the sound of beautiful music with the rabbit.

Introduce your little ones to classical music with a gentle lullaby inspired by Romeo and Juliet.
A music box is a timeless gift that is cherished as a symbol of childhood.",6-12,EUR 2300;US-USD 2600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT5-4.jpeg
main,Toys>Musical toys,1,MUT6,MUT6,MUT6,morphee,Meditation friend Mon Petit Morphée,,,,"Mon Petit Morphée - what is it? It is a calm, focused, meditative companion for your children. A companion for your little ones to accompany them in the evening, to help them calm down, organize their thoughts for the day, relax and get ready for bed. In the same way, it will accompany them during the day, helping them to come to terms with setbacks, to rest or, conversely, to concentrate.


You can give your little ones the most comfortable bed. The cosiest room. And the most soothing bedtime story. But sometimes, when you put your little ones to bed, you might hear more ""arghhh"" than you'd like.
That's where little Morphée comes in. It comes with up to 192 combinations of relaxation sessions, including meditations, nature sounds and calm music, so there's plenty of options to help little ones get back to a state of calm and relaxation.

It couldn't be easier to use Little Morphée. The little one can choose the type of session on their own or with you using the 2 dials on the front and the button on the side to select a duration of 8 or 16 minutes. Then, once he's comfortably settled in, he'll slowly focus on the sounds and feel calmer and more relaxed.",6-12,EUR 9900;US-USD 10900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT6-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT6-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT6-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/musical-toys/MT6-4.jpeg
main,Toys>Dolls,1,TD1,TD1,TD1,moulinroty,Suitcase Blanche’s Wardrobe,,,,"The perfect wardrobe for the fashion show in Paris. Develops fine motor skills.

Mademoiselle Blanche from the “Parisiennes” collection is thrilled to invite us to see her wardrobe!
A suitcase wardrobe for the plush doll with a built-in mirror, wooden rail, patterned hangers and three elegant outfits tucked in a drawer.
Whether for a night out in Paris or a pyjama party, all you need to do is choose the perfect outfit!",3-6,EUR 6900;US-USD 7600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD1-4.jpeg
main,Toys>Dolls,1,TD2,TD2,TD2,moulinroty,Suitcase Tea set Les Rosalies,,,,"A pretty tea set the child will enjoy when inviting The Rosalies to a party. Ideal for developing social skills among others.

This fine metal tea set comes in a sturdy cardboard suitcase with a metallic handle.
It is beautifully decorated with illustrations of flowers and animals.
The tray, teapot, four tea cups and saucers come in assorted pastel colors to match the Rosalies collection.
Children will love to invite Anemone and her friends for tea and cookies after school!",3-6,EUR 3600;US-USD 4000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD2-4.jpeg
main,Toys>Dolls,1,TD3,TD3,TD3,maisonpetitjour,The Hibiscus stroller,,,,"Dolls and cuddly toys will be able to take beautiful walks in this super cute stroller, a harness is provided to attach them to each walk. Foam handles, matte aluminum frame, safety latch to prevent pinching and a small clip to keep the stroller securely closed!
Light and easy to handle, it allows the child to carry his cuddly toy with ease.

Perfect for playing round the house or taking out on family walks, this is sure to be a hit with your little one.
This stroller has the dual wheels, so it can be pushed easily, and allows them to play at being mummy or daddy by pushing around their favorite toys.
The handles has foam.
Easy to unfold, and folds compact for easy storage. Comes fully assembled.
",3-6,EUR 4800;US-USD 5300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD3-4.jpeg
main,Toys>Dolls,1,TD4,TD4,TD4,maisonpetitjour,The Perroquets stroller,,,,"Dolls and cuddly toys will be able to take beautiful walks in this super cute stroller, a harness is provided to attach them to each walk. Foam handles, matte aluminum frame, safety latch to prevent pinching and a small clip to keep the stroller securely closed!
Light and easy to handle, it allows the child to carry his cuddly toy with ease.

Perfect for playing round the house or taking out on family walks, this is sure to be a hit with your little one.
This stroller has the dual wheels, so it can be pushed easily, and allows them to play at being mummy or daddy by pushing around their favorite toys.
The handles has foam.
Easy to unfold, and folds compact for easy storage. Comes fully assembled.",3-6,EUR 4800;US-USD 5300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/dolls/TD4-4.jpeg
main,Toys>Balls,1,TB1,TB1,TB1,maisonpetitjour,Small balloon The Jaguars,,,,"A very good rebound and a non-slip feel that allows excellent grip. Ideal for collective games and motor skills.
With valve to inflate it.

Whether used indoors or outdoors, this playful ball is sure to inspire giggles and build coordination.",3-6,EUR 1100;US-USD 1300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB1-4.jpeg
main,Toys>Balls,1,TB2,TB2,TB2,maisonpetitjour,Small balloon The Parrots,,,,"A very good rebound and a non-slip feel that allows excellent grip. Ideal for collective games and motor skills.
With valve to inflate it.

Whether used indoors or outdoors, this playful ball is sure to inspire giggles and build coordination.",3-6,EUR 1100;US-USD 1300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB2-4.jpeg
main,Toys>Balls,1,TB3,TB3,TB3,maisonpetitjour,Savannah small ball,,,,"A superb faceted ball, very soft and light, which allows you to play indoors and outdoors. It promotes the sense of balance and the coordination of movements with the eyes, hands and feet. Ideal for small hands.

This multi-faceted ball will help to develop your youngest child's manual ability, motor skills and perception.
",3-6,EUR 1200;US-USD 1400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/toys/balls/TB3-4.jpeg
main,Games>Board games,1,BG1,BG1,BG1,plico,Marble runs The Classic,,,,"PLICO allows you to create marble runs with endless possibilities. This fun-educational construction game helps develop imagination and fine motor skills.

The ultimate version for designing an infinite number of circuits.

CONTENTS :
- 26 wooden pieces (over 4 metres of circuit to build)
- 6 glass marbles (4 red, 4 green, 4 blue)
- 1 cotton bag
- 1 instruction leaflet with examples of circuits to build

PLICO is eco-designed and sustainable. The pieces are made of untreated beech wood, 100% from well-managed forests (PEFC standard).

PLICO is light and portable. It can be practiced everywhere and with everything: on a corner of the table, with books, on the stairs... It is compatible with classic sticks :)

PLICO is aimed at children but also appeals to older adults, thus creating moments of intergenerational sharing.",6-12,EUR 4900;US-USD 5400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-4.jpeg
main,Games>Board games,1,BG2,BG2,BG2,plico,Marble runs The Giant,,,,"PLICO allows you to create marble runs with endless possibilities. This fun-educational construction game helps develop imagination and fine motor skills.

The ultimate version for designing an infinite number of circuits.

CONTENTS :
- 15 wooden pieces (over 4 metres of circuit to build)
- 3 glass marbles (4 red, 4 green, 4 blue)
- 1 cotton bag
- 1 instruction leaflet with examples of circuits to build

PLICO is eco-designed and sustainable. The pieces are made of untreated beech wood, 100% from well-managed forests (PEFC standard).

PLICO is light and portable. It can be practiced everywhere and with everything: on a corner of the table, with books, on the stairs... It is compatible with classic sticks :)

PLICO is aimed at children but also appeals to older adults, thus creating moments of intergenerational sharing.",6-12,EUR 9900;US-USD 10900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-4.jpeg
main,Games>Board games,1,BG3,BG3,BG3,plico,Marble runs The Small,,,,"PLICO allows you to create marble runs with endless possibilities. This fun-educational construction game helps develop imagination and fine motor skills.

The ultimate version for designing an infinite number of circuits.

CONTENTS :
- 15 wooden pieces (over 4 metres of circuit to build)
- 3 glass marbles (4 red, 4 green, 4 blue)
- 1 cotton bag
- 1 instruction leaflet with examples of circuits to build

PLICO is eco-designed and sustainable. The pieces are made of untreated beech wood, 100% from well-managed forests (PEFC standard).

PLICO is light and portable. It can be practiced everywhere and with everything: on a corner of the table, with books, on the stairs... It is compatible with classic sticks :)

PLICO is aimed at children but also appeals to older adults, thus creating moments of intergenerational sharing.",6-12,EUR 2900;US-USD 3200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-4.jpeg
main,Games>Board games,1,BG4,BG4,BG4,crealign,Dou Dou Animal Stamps,,,,"Set of tampons for children from 2 years old.
They are composed of a velvet ball for a good grip. The ball is detachable and machine washable.
The boxes contain 6 stamps and a giant ink pad that is easily washable with water.

6 stamps and a maxi format ink pad",3-6,EUR 3400;US-USD 3800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG4-4.jpeg
main,Games>Board games,1,BG5,BG5,BG5,moulinroty,4 seasons mini puzzles La Grande Famille,,,,"Nini the pretty little mouse, Sylvain the cheeky rabbit, Blanche, a graceful and charming doe — this joyous band has got together to delight the little ones!

Let's find out about the seasons! Early learning set containing 4 mini jigsaws with 12 pieces, featuring illustrations of the cheerful characters in the Grande Famille. Each jigsaw comes with a poster to help children complete it easily.
Not washable.",3-6,EUR 1600;US-USD 1800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG1-4.jpeg
main,Games>Board games,1,BG6,BG6,BG6,moulinroty,Cubes,,,,"A 2-in-1 early learning game for toddlers, both a puzzle and a construction game. Flip the 6 cubes over to put together the funny portraits of the animals from Les Toupitis collection. Wooden blocks that are easy to handle. + 18 months old
Washable with a soft and damp cloth.",0-3,EUR 1900;US-USD 2100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG2-4.jpeg
main,Games>Board games,1,BG7,BG7,BG7,moulinroty,Magnetic game Shapes Les Popipop,,,,"Magnetic game with cardboard shapes in primary colours. Use the different- shaped magnets to recreate the pictures illustrated on the 20 cards: train, yacht, kite, flower etc.
Not washable.",3-6,EUR 2300;US-USD 2600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/board-games/BG3-4.jpeg
main,Games>Card games,1,CG1,CG1,CG1,maisonpatate,26 Cards Alphabet,,,,"French brand MAISON PATATE has created 26 beautiful alphabet cards to help your little ones learn not only letters but also sign language.
Each card has a letter on the front and 4 ways to write it on the reverse side - in print, in script and in uppercase and lowercase. Each word, each colour has been carefully chosen and hand-painted by the talented artist Marie Pellet.
Learning becomes play. It will also be possible to make names, words, ... and easier to remember.

You can take these cards with you everywhere in a beautiful eco-cotton bag.
26 illustrated cards from A to Z on the front and back.
Printed in France on 350gsm laminated cardboard",3-6,EUR 2500;US-USD 2800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG1-4.jpeg
main,Games>Card games,1,CG2,CG2,CG2,lesminimondes,Memory,,,,"The legendary Memory game is coming to Les Mini Mondes!

Designed to suit the age of your child, the object of the game is to find the pairs of cards. You can also complicate things by completing the requested challenges.
The Maxi Memory of the world follows the evolution of your little player:

Touminis level: arrange the cards in the right place
Minis level: arrange the cards upside down
And for more challenges, complete the associated challenges
A Mini Worlds-style Memory game is MAXI Memory. 80 cards divided into 4 main themes: animals, music, food and friends of the world.",3-6,EUR 1600;US-USD 1800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/card-games/CG2-4.jpeg
main,Games>Educational games,1,EG1,EG1,EG1,crealign,Animals of the savannah,,,,"Thanks to the accordion folding technique, children will be able to create pretty savannah animals by folding the printed strips of paper, and thus bring them to life by assembling them!",6-12,EUR 1000;US-USD 1200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG1-1.png;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG1-2.png;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG1-3.png;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG1-4.png
main,Games>Educational games,1,EG2,EG2,EG2,crealign,Relief portraits Pets,,,,"To assemble and compose pets thanks to the thick, self-adhesive pre-cut foam pieces.

Children can reproduce their favorite animals and then display their works on the pretty easel provided.

5 sheets of foam stickers, 5 cards, 1 easel and a step-by-step guide.",6-12,EUR 1800;US-USD 2000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG2-4.jpeg
main,Games>Educational games,1,EG3,EG3,EG3,crealign,Relief portraits Animals of the savannah,,,,"To assemble and compose pets thanks to the thick, self-adhesive pre-cut foam pieces.

Children can reproduce their favorite animals and then display their works on the pretty easel provided.

5 sheets of foam stickers, 5 cards, 1 easel and a step-by-step guide.",6-12,EUR 1800;US-USD 2000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG3-4.jpeg
main,Games>Educational games,1,EG4,EG4,EG4,crealign,Laine à lacer Douceur des Bois,,,,"A box that will amaze children!
Thanks to the lacing cards and the pretty yarn, the children will create soft animal furs.
This creative activity will allow children to develop their dexterity while having fun.

Contains 5 cards of 18 x 18 cm format in thick cardboard with a bear, a fox, a squirrel, a raccoon and a wolf.
3 red strands of wool
3 light brown strands of wool
4 dark brown strands of wool
Length of the strands 80 cm
A sticker board to hold the wool on the back of the card",6-12,EUR 1900;US-USD 2100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG4-4.jpeg
main,Games>Educational games,1,EG5,EG5,EG5,crealign,Cards to create Glittering fairies,,,,"Kids can embellish and sparkle the cards using the glitter shapes and glitter ink pens.

They can then offer them or present them on the pretty easel provided.

6 cards, 5 sheets of sparkly shapes, 3 glitter ink pens and an easel",6-12,EUR 2000;US-USD 2300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG5-4.jpeg
main,Games>Educational games,1,EG6,EG6,EG6,crealign,3D Decorative animals Fantastic Diamonds,,,,"Assemble and embellish your fantastic animals using colored diamonds.

You will get beautiful sparkling characters that will decorate your desk or your shelves.

3 characters and 495 self-adhesive diamonds",6-12,EUR 2000;US-USD 2300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG6-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG6-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG6-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/educational-games/EG6-4.jpeg
